Token,Lemma,Transcript,Count,Category,Subcategory,Correction,Special,Two_words,End_tone,Overlap,Lag,@word,#word,%word,_word,Other_symbols,Standoff,Name,Stop_List,[POS]
this,,[2this].,2,word,,,,,final,[],,,,,,,,,,
this,,[3this,7,word,,,,,,[,,,,,,,,,,
this,,[3this.,1,word,,,,,final,[,,,,,,,,,,
this,,[3this],4,word,,,,,,[],,,,,,,,,,
this,,"[3this],",1,word,,,,,continuing,[],,,,,,,,,,
this,,[3this]?,1,word,,,,,appeal,[],,,,,,,,,,
this,,[4this,3,word,,,,,,[,,,,,,,,,,
this,,[5this,2,word,,,,,,[,,,,,,,,,,
this,,[5this],1,word,,,,,,[],,,,,,,,,,
this,,[6this,3,word,,,,,,[,,,,,,,,,,
this,,[7this,1,word,,,,,,[,,,,,,,,,,
this,,[7this],1,word,,,,,,[],,,,,,,,,,
this,,[8this,2,word,,,,,,[,,,,,,,,,,
this,,[8this],1,word,,,,,,[],,,,,,,,,,
this,,[this,41,word,,,,,,[,,,,,,,,,,
this,,"[this,",1,word,,,,,continuing,[,,,,,,,,,,
this,,[this:],1,word,,,,,,[],lag,,,,,,,,,
this,,[this],6,word,,,,,,[],,,,,,,,,,
this,,[this].,1,word,,,,,final,[],,,,,,,,,,
this,,@this.,1,word,,,,,final,,,@word,,,,,,,,
this,,@this].,1,word,,,,,final,],,@word,,,,,,,,
this,,#this,16,word,,,,,,,,,#word,,,,,,,
this,,"#this,",1,word,,,,,continuing,,,,#word,,,,,,,
this,,#this.,1,word,,,,,final,,,,#word,,,,,,,
this,,#this],1,word,,,,,,],,,#word,,,,,,,
this,,"#this],",1,word,,,,,continuing,],,,#word,,,,,,,
this,,#this].,3,word,,,,,final,],,,#word,,,,,,,
this,,%this,3,word,,,,,,,,,,%word,,,,,,
this,,+this,1,word,,,,,,,,,,,,+,,,,
this,,th:is2],1,word,,,,,,],lag,,,,,,,,,
this,,th][6is,1,word,,,,,,][,,,,,,,,,,
this,,th]is,1,word,,,,,,],,,,,,,,,,
this,,th]is.,1,word,,,,,final,],,,,,,,,,,
this,,thi:s,4,word,,,,,,,lag,,,,,,,,,
this,,"thi:s,",1,word,,,,,continuing,,lag,,,,,,,,,
this,,thi:s:.,1,word,,,,,final,,lag,,,,,,,,,
this,,thi:s?,1,word,,,,,appeal,,lag,,,,,,,,,
this,,thi:s.,5,word,,,,,final,,lag,,,,,,,,,
this,,thi[:s,1,word,,,,,,[,lag,,,,,,,,,
this,,thi[2s,1,word,,,,,,[,,,,,,,,,,
this,,thi[5:s.,1,word,,,,,final,[,lag,,,,,,,,,
this,,thi]:s.,1,word,,,,,final,],lag,,,,,,,,,
this,,thi]s,3,word,,,,,,],,,,,,,,,,
this,,thi]s.,1,word,,,,,final,],,,,,,,,,,
this,,this,1562,word,,,,,,,,,,,,,,,,
this,,"this,",93,word,,,,,continuing,,,,,,,,,,,
this,,this:,6,word,,,,,,,lag,,,,,,,,,
this,,"this:,",1,word,,,,,continuing,,lag,,,,,,,,,
this,,this:.,1,word,,,,,final,,lag,,,,,,,,,
this,,this:],1,word,,,,,,],lag,,,,,,,,,
this,,this?,19,word,,,,,appeal,,,,,,,,,,,
this,,this.,87,word,,,,,final,,,,,,,,,,,
this,,this[:].,1,word,,,,,final,[],lag,,,,,,,,,
this,,this[2:].,1,word,,,,,final,[],lag,,,,,,,,,
this,,this],31,word,,,,,,],,,,,,,,,,
this,,"this],",4,word,,,,,continuing,],,,,,,,,,,
this,,this]?,1,word,,,,,appeal,],,,,,,,,,,
this,,this].,11,word,,,,,final,],,,,,,,,,,
this,,this2],3,word,,,,,,],,,,,,,,,,
this,,"this2],",1,word,,,,,continuing,],,,,,,,,,,
this,,this2].,1,word,,,,,final,],,,,,,,,,,
this,,this2][3:].,1,word,,,,,final,[],lag,,,,,,,,,
this,,this3],1,word,,,,,,],,,,,,,,,,
this,,this6],1,word,,,,,,],,,,,,,,,,
this'll,,[3this'll,1,word,,,,,,[,,,,,,,,,,
this'll,,this'll,5,word,,,,,,,,,,,,,,,,
thomas,,"@~thomas,",1,word,,,,,continuing,,,@word,,,,~,,,,
thomas,,"~thomas,",2,word,,,,,continuing,,,,,,,~,,,,
thomas,,~thomas.,2,word,,,,,final,,,,,,,~,,,,
thomas,,thomas,2,word,,,,,,,,,,,,,,,,
thompson,,~thompson.,1,word,,,,,final,,,,,,,~,,,,
thoracic,,[thoracic,1,word,,,,,,[,,,,,,,,,,
thoreau,,"thor]eau,",1,word,,,,,continuing,],,,,,,,,,,
thoroughbred,,thoroughbred,7,word,,,,,,,,,,,,,,,,
thoroughbreds,,thoroughbreds.,1,word,,,,,final,,,,,,,,,,,
thoroughly,,thoroughly,1,word,,,,,,,,,,,,,,,,
those,,[#those,1,word,,,,,,[,,,#word,,,,,,,
those,,[2those,1,word,,,,,,[,,,,,,,,,,
those,,"[2those,",1,word,,,,,continuing,[,,,,,,,,,,
those,,[2those],1,word,,,,,,[],,,,,,,,,,
those,,[2those].,1,word,,,,,final,[],,,,,,,,,,
those,,[4those],1,word,,,,,,[],,,,,,,,,,
those,,[8those,1,word,,,,,,[,,,,,,,,,,
those,,[those,6,word,,,,,,[,,,,,,,,,,
those,,[those],1,word,,,,,,[],,,,,,,,,,
those,,#those,2,word,,,,,,,,,#word,,,,,,,
those,,#those],1,word,,,,,,],,,#word,,,,,,,
those,,th:ose,1,word,,,,,,,lag,,,,,,,,,
those,,th[ose]?,1,word,,,,,appeal,[],,,,,,,,,,
those,,tho:se,2,word,,,,,,,lag,,,,,,,,,
those,,tho]se,1,word,,,,,,],,,,,,,,,,
those,,those,249,word,,,,,,,,,,,,,,,,
those,,"those,",11,word,,,,,continuing,,,,,,,,,,,
those,,"those:,",1,word,,,,,continuing,,lag,,,,,,,,,
those,,those?,1,word,,,,,appeal,,,,,,,,,,,
those,,those.,8,word,,,,,final,,,,,,,,,,,
those,,those],7,word,,,,,,],,,,,,,,,,
those,,"those],",1,word,,,,,continuing,],,,,,,,,,,
those,,those]?,1,word,,,,,appeal,],,,,,,,,,,
those,,those].,4,word,,,,,final,],,,,,,,,,,
those,,those3],1,word,,,,,,],,,,,,,,,,
those'll,,those'll,1,word,,,,,,,,,,,,,,,,
thou,,thou,2,word,,,,,,,,,,,,,,,,
though,,[2#though].,1,word,,,,,final,[],,,#word,,,,,,,
though,,[2though].,2,word,,,,,final,[],,,,,,,,,,
though,,[2though][3:].,1,word,,,,,final,[],lag,,,,,,,,,
though,,[4though].,3,word,,,,,final,[],,,,,,,,,,
though,,[though,1,word,,,,,,[,,,,,,,,,,
though,,[though.,1,word,,,,,final,[,,,,,,,,,,
though,,@though.,2,word,,,,,final,,,@word,,,,,,,,
though,,#though?,1,word,,,,,appeal,,,,#word,,,,,,,
though,,th[ough].,1,word,,,,,final,[],,,,,,,,,,
though,,"th]ough,",1,word,,,,,continuing,],,,,,,,,,,
though,,though,31,word,,,,,,,,,,,,,,,,
though,,"though,",25,word,,,,,continuing,,,,,,,,,,,
though,,though:].,1,word,,,,,final,],lag,,,,,,,,,
though,,though?,2,word,,,,,appeal,,,,,,,,,,,
though,,though.,65,word,,,,,final,,,,,,,,,,,
though,,though],1,word,,,,,,],,,,,,,,,,
though,,though]?,1,word,,,,,appeal,],,,,,,,,,,
though,,though].,3,word,,,,,final,],,,,,,,,,,
though,,though2].,1,word,,,,,final,],,,,,,,,,,
though,,though3].,1,word,,,,,final,],,,,,,,,,,
thought,,[2thought,1,word,,,,,,[,,,,,,,,,,
thought,,[2thought],1,word,,,,,,[],,,,,,,,,,
thought,,[6thought,1,word,,,,,,[,,,,,,,,,,
thought,,[thought,4,word,,,,,,[,,,,,,,,,,
thought,,@thought,1,word,,,,,,,,@word,,,,,,,,
thought,,#thought,3,word,,,,,,,,,#word,,,,,,,
thought,,"#thought,",1,word,,,,,continuing,,,,#word,,,,,,,
thought,,th:ought,5,word,,,,,,,lag,,,,,,,,,
thought,,th]ought,2,word,,,,,,],,,,,,,,,,
thought,,thou:ght,1,word,,,,,,,lag,,,,,,,,,
thought,,thought,186,word,,,,,,,,,,,,,,,,
thought,,"thought,",39,word,,,,,continuing,,,,,,,,,,,
thought,,"thought,",1,word,,,,,continuing,,,,,,,,,,,
thought,,thought.,7,word,,,,,final,,,,,,,,,,,
thought,,thought],10,word,,,,,,],,,,,,,,,,
thought,,"thought],",4,word,,,,,continuing,],,,,,,,,,,
thought,,thought].,1,word,,,,,final,],,,,,,,,,,
thoughts,,[thoughts,1,word,,,,,,[,,,,,,,,,,
thoughts,,thoughts,4,word,,,,,,,,,,,,,,,,
thoughts,,"thoughts,",1,word,,,,,continuing,,,,,,,,,,,
thoughts,,thoughts?,1,word,,,,,appeal,,,,,,,,,,,
thousand,,th:ousand,1,word,,,,,,,lag,,,,,,,,,
thousand,,"thou[2sand,",1,word,,,,,continuing,[,,,,,,,,,,
thousand,,thou][2sand,1,word,,,,,,][,,,,,,,,,,
thousand,,thousand,43,word,,,,,,,,,,,,,,,,
thousand,,"thousand,",3,word,,,,,continuing,,,,,,,,,,,
thousand,,thousand.,4,word,,,,,final,,,,,,,,,,,
thousand,,thousand],1,word,,,,,,],,,,,,,,,,
thousand,,thousand]?,2,word,,,,,appeal,],,,,,,,,,,
thousands,,[3thousands].,1,word,,,,,final,[],,,,,,,,,,
thousands,,[thousands,1,word,,,,,,[,,,,,,,,,,
thousands,,thou:sands,1,word,,,,,,,lag,,,,,,,,,
threat,,threat.,2,word,,,,,final,,,,,,,,,,,
threaten,,threaten,1,word,,,,,,,,,,,,,,,,
threatened,,[2threatened,1,word,,,,,,[,,,,,,,,,,
threatened,,"threat]ened,",1,word,,,,,continuing,],,,,,,,,,,
threatened,,threatened,5,word,,,,,,,,,,,,,,,,
threatened,,"threatened,",1,word,,,,,continuing,,,,,,,,,,,
threats,,threats,1,word,,,,,,,,,,,,,,,,
three,,[@three,1,word,,,,,,[,,@word,,,,,,,,
three,,[2three,1,word,,,,,,[,,,,,,,,,,
three,,[3three],2,word,,,,,,[],,,,,,,,,,
three,,[5three,1,word,,,,,,[,,,,,,,,,,
three,,[three,7,word,,,,,,[,,,,,,,,,,
three,,"[three],",1,word,,,,,continuing,[],,,,,,,,,,
three,,[three].,2,word,,,,,final,[],,,,,,,,,,
three,,@three,1,word,,,,,,,,@word,,,,,,,,
three,,s_three,1,word,,,,,,,,,,,,,,,,
three,,th:]:ree.,1,word,,,,,final,],lag,,,,,,,,,
three,,thr[ee:.,1,word,,,,,final,[,lag,,,,,,,,,
three,,three,187,word,,,,,,,,,,,,,,,,
three,,"three,",16,word,,,,,continuing,,,,,,,,,,,
three,,"three:,",7,word,,,,,continuing,,lag,,,,,,,,,
three,,three:.,2,word,,,,,final,,lag,,,,,,,,,
three,,three?,1,word,,,,,appeal,,,,,,,,,,,
three,,three.,18,word,,,,,final,,,,,,,,,,,
three,,three],1,word,,,,,,],,,,,,,,,,
three,,"three],",2,word,,,,,continuing,],,,,,,,,,,
three,,three].,1,word,,,,,final,],,,,,,,,,,
three-bedroom,,three-bedroom,1,word,,,,,,,,,,,,,,,,
three-day,,three-day,3,word,,,,,,,,,,,,,,,,
three-day's,,three-day's,1,word,,,,,,,,,,,,,,,,
three-fifty,,"thr[2ee-fifty,",1,word,,,,,continuing,[,,,,,,,,,,
three-foot,,three-foot,2,word,,,,,,,,,,,,,,,,
three-hundred,,three-hundred,21,word,,,,,,,,,,,,,,,,
three-hundred-thousand,,three_hundred_thousand,1,word,,,,,,,,,,,,,,,,
three-hundreds,,three]-hundreds,1,word,,,,,,],,,,,,,,,,
three-month,,three-month,1,word,,,,,,,,,,,,,,,,
three-percent,,three-percent,1,word,,,,,,,,,,,,,,,,
three-person,,three-person,2,word,,,,,,,,,,,,,,,,
three-quarter,,three-quarter,1,word,,,,,,,,,,,,,,,,
three-quarter-inch,,three-quarter-inch,1,word,,,,,,,,,,,,,,,,
three-quarters,,three_quarters,1,word,,,,,,,,,,,,,,,,
three-tenement,,three-tenement,1,word,,,,,,,,,,,,,,,,
three-ton,,three-ton,1,word,,,,,,,,,,,,,,,,
three-year,,three-year,1,word,,,,,,,,,,,,,,,,
three-year-old,,three-year-old,2,word,,,,,,,,,,,,,,,,
three-year-old,,"three-year-old,",1,word,,,,,continuing,,,,,,,,,,,
three-year-old,,three-year-old.,2,word,,,,,final,,,,,,,,,,,
threw,,#threw,1,word,,,,,,,,,#word,,,,,,,
threw,,threw,14,word,,,,,,,,,,,,,,,,
thrill,,thrill,1,word,,,,,,,,,,,,,,,,
thrilled,,thrilled,2,word,,,,,,,,,,,,,,,,
thriller,,"thriller,",1,word,,,,,continuing,,,,,,,,,,,
thrive,,thrive,1,word,,,,,,,,,,,,,,,,
throat,,throat,2,word,,,,,,,,,,,,,,,,
throat,,"throat,",1,word,,,,,continuing,,,,,,,,,,,
throat,,throat.,4,word,,,,,final,,,,,,,,,,,
throat,,throat],1,word,,,,,,],,,,,,,,,,
throats,,"throats,",1,word,,,,,continuing,,,,,,,,,,,
through,,[#through,1,word,,,,,,[,,,#word,,,,,,,
through,,[2through,1,word,,,,,,[,,,,,,,,,,
through,,[through,3,word,,,,,,[,,,,,,,,,,
through,,"[through],",1,word,,,,,continuing,[],,,,,,,,,,
through,,#through,1,word,,,,,,,,,#word,,,,,,,
through,,through,150,word,,,,,,,,,,,,,,,,
through,,"through,",7,word,,,,,continuing,,,,,,,,,,,
through,,through:,1,word,,,,,,,lag,,,,,,,,,
through,,"through:,",2,word,,,,,continuing,,lag,,,,,,,,,
through,,through?,1,word,,,,,appeal,,,,,,,,,,,
through,,through.,13,word,,,,,final,,,,,,,,,,,
through,,through],4,word,,,,,,],,,,,,,,,,
through,,through3],1,word,,,,,,],,,,,,,,,,
throughout,,throughout,5,word,,,,,,,,,,,,,,,,
throw,,[throw,1,word,,,,,,[,,,,,,,,,,
throw,,#throw,1,word,,,,,,,,,#word,,,,,,,
throw,,throw,45,word,,,,,,,,,,,,,,,,
throw,,"throw,",5,word,,,,,continuing,,,,,,,,,,,
throw,,throw?,1,word,,,,,appeal,,,,,,,,,,,
throw,,throw.,10,word,,,,,final,,,,,,,,,,,
throw,,throw],3,word,,,,,,],,,,,,,,,,
throwing,,throwing,14,word,,,,,,,,,,,,,,,,
throwing,,throwing.,1,word,,,,,final,,,,,,,,,,,
thrown,,thrown,1,word,,,,,,,,,,,,,,,,
throws,,throws,1,word,,,,,,,,,,,,,,,,
throws,,"throws,",1,word,,,,,continuing,,,,,,,,,,,
thrust,,thrust,1,word,,,,,,,,,,,,,,,,
thumb,,[thumb,1,word,,,,,,[,,,,,,,,,,
thumb,,thumb,1,word,,,,,,,,,,,,,,,,
thumb,,"thumb,",2,word,,,,,continuing,,,,,,,,,,,
thumbnail,,thumbnail.,2,word,,,,,final,,,,,,,,,,,
thumbprints,,thumbprints[:,1,word,,,,,,[,lag,,,,,,,,,
thump,,[2thump,1,word,,,,,,[,,,,,,,,,,
thump,,[3thump,1,word,,,,,,[,,,,,,,,,,
thump,,thump,13,word,,,,,,,,,,,,,,,,
thump,,"thump,",1,word,,,,,continuing,,,,,,,,,,,
thump,,thump],2,word,,,,,,],,,,,,,,,,
thursday,,"[thursday],",1,word,,,,,continuing,[],,,,,,,,,,
thursday,,thur:sday,1,word,,,,,,,lag,,,,,,,,,
thursday,,thursday,3,word,,,,,,,,,,,,,,,,
thursday,,"thursday,",3,word,,,,,continuing,,,,,,,,,,,
thursday,,thursday.,1,word,,,,,final,,,,,,,,,,,
thursdays,,"thursdays],",1,word,,,,,continuing,],,,,,,,,,,
thus,,thus,1,word,,,,,,,,,,,,,,,,
thy,,thy,1,word,,,,,,,,,,,,,,,,
thyroid,,thyroid.,1,word,,,,,final,,,,,,,,,,,
ti,,ti,1,word,,,,,,,,,,,,,,,,
tibby,,[2tibby]?,1,word,,,,,appeal,[],,,,,,,,,,
tibby,,[3tibby].,1,word,,,,,final,[],,,,,,,,,,
tibby,,[4t:ibby,1,word,,,,,,[,lag,,,,,,,,,
tibby,,[6tibby,2,word,,,,,,[,,,,,,,,,,
tibby,,[tibby]?,1,word,,,,,appeal,[],,,,,,,,,,
tibby,,"tib]by,",1,word,,,,,continuing,],,,,,,,,,,
tibby,,tibby?,1,word,,,,,appeal,,,,,,,,,,,
tibby,,tibby].,1,word,,,,,final,],,,,,,,,,,
tibia,,"tibia,",1,word,,,,,continuing,,,,,,,,,,,
tick,,tick,2,word,,,,,,,,,,,,,,,,
tick,,"tick,",1,word,,,,,continuing,,,,,,,,,,,
tick,,tick?,1,word,,,,,appeal,,,,,,,,,,,
tick,,tick.,1,word,,,,,final,,,,,,,,,,,
tick's,,tick's,1,word,,,,,,,,,,,,,,,,
ticket,,ticket,1,word,,,,,,,,,,,,,,,,
ticket,,ticket.,1,word,,,,,final,,,,,,,,,,,
tickets,,"ticket[5s],",1,word,,,,,continuing,[],,,,,,,,,,
tickets,,tickets,3,word,,,,,,,,,,,,,,,,
tickets,,"tickets,",2,word,,,,,continuing,,,,,,,,,,,
tickets,,tickets.,2,word,,,,,final,,,,,,,,,,,
tickle,,tickle,1,word,,,,,,,,,,,,,,,,
tickled,,tickled,1,word,,,,,,,,,,,,,,,,
tide,,tide,2,word,,,,,,,,,,,,,,,,
tides,,tides,1,word,,,,,,,,,,,,,,,,
tie,,[3t][4ie,1,word,,,,,,[],,,,,,,,,,
tie,,[tie]?,1,word,,,,,appeal,[],,,,,,,,,,
tie,,t]ie,1,word,,,,,,],,,,,,,,,,
tie,,tie,7,word,,,,,,,,,,,,,,,,
tie,,"tie,",2,word,,,,,continuing,,,,,,,,,,,
tie,,tie.,2,word,,,,,final,,,,,,,,,,,
tied,,tied,1,word,,,,,,,,,,,,,,,,
tienes,,tienes,1,word,,,,,,,,,,,,,,,,
ties,,ties,1,word,,,,,,,,,,,,,,,,
tiffany,,tiffany,1,word,,,,,,,,,,,,,,,,
tiger,,tiger,4,word,,,,,,,,,,,,,,,,
tiger,,tiger.,9,word,,,,,final,,,,,,,,,,,
tiger,,tiger]:.,1,word,,,,,final,],lag,,,,,,,,,
tiger,,tiger].,33,word,,,,,final,],,,,,,,,,,
tigger,,[6tigger].,1,word,,,,,final,[],,,,,,,,,,
tigger,,tig[2ger],1,word,,,,,,[],,,,,,,,,,
tigger,,tigger,1,word,,,,,,,,,,,,,,,,
tight,,@tigh:t.,1,word,,,,,final,,lag,@word,,,,,,,,
tight,,tight,13,word,,,,,,,,,,,,,,,,
tight,,"tight,",2,word,,,,,continuing,,,,,,,,,,,
tight,,tight.,2,word,,,,,final,,,,,,,,,,,
tighten,,tighten,3,word,,,,,,,,,,,,,,,,
tighten,,tighten.,1,word,,,,,final,,,,,,,,,,,
tightened,,tightened,1,word,,,,,,,,,,,,,,,,
tighter,,[5tighter].,1,word,,,,,final,[],,,,,,,,,,
tighter,,[tighter].,1,word,,,,,final,[],,,,,,,,,,
tights,,tights,1,word,,,,,,,,,,,,,,,,
tile,,tile.,1,word,,,,,final,,,,,,,,,,,
till,,[2till,1,word,,,,,,[,,,,,,,,,,
till,,[3#till].,1,word,,,,,final,[],,,#word,,,,,,,
till,,[till,2,word,,,,,,[,,,,,,,,,,
till,,till,30,word,,,,,,,,,,,,,,,,
tilts,,tilts.,1,word,,,,,final,,,,,,,,,,,
tim,,~tim,8,word,,,,,,,,,,,,~,,,,
tim,,"~tim,",1,word,,,,,continuing,,,,,,,~,,,,
tim,,~tim].,1,word,,,,,final,],,,,,,~,,,,
tim,,tim,3,word,,,,,,,,,,,,,,,,
tim's,,~tim's,1,word,,,,,,,,,,,,~,,,,
time,,[2time,1,word,,,,,,[,,,,,,,,,,
time,,[2time].,1,word,,,,,final,[],,,,,,,,,,
time,,[3time].,1,word,,,,,final,[],,,,,,,,,,
time,,[5time].,1,word,,,,,final,[],,,,,,,,,,
time,,"[9time,",1,word,,,,,continuing,[,,,,,,,,,,
time,,"[t][2ime],",1,word,,,,,continuing,[],,,,,,,,,,
time,,[time,4,word,,,,,,[,,,,,,,,,,
time,,[time.,1,word,,,,,final,[,,,,,,,,,,
time,,"[time],",1,word,,,,,continuing,[],,,,,,,,,,
time,,[time].,1,word,,,,,final,[],,,,,,,,,,
time,,@time,2,word,,,,,,,,@word,,,,,,,,
time,,#time,2,word,,,,,,,,,#word,,,,,,,
time,,"#time,",1,word,,,,,continuing,,,,#word,,,,,,,
time,,#time.,2,word,,,,,final,,,,#word,,,,,,,
time,,#time].,1,word,,,,,final,],,,#word,,,,,,,
time,,t[8ime,1,word,,,,,,[,,,,,,,,,,
time,,t[ime,1,word,,,,,,[,,,,,,,,,,
time,,"t[ime,",1,word,,,,,continuing,[,,,,,,,,,,
time,,ti:me,5,word,,,,,,,lag,,,,,,,,,
time,,"ti:me,",8,word,,,,,continuing,,lag,,,,,,,,,
time,,ti:me.,6,word,,,,,final,,lag,,,,,,,,,
time,,ti:me],1,word,,,,,,],lag,,,,,,,,,
time,,ti:me].,1,word,,,,,final,],lag,,,,,,,,,
time,,"ti[me],",1,word,,,,,continuing,[],,,,,,,,,,
time,,ti][2me,1,word,,,,,,][,,,,,,,,,,
time,,time,238,word,,,,,,,,,,,,,,,,
time,,"time,",82,word,,,,,continuing,,,,,,,,,,,
time,,time:,1,word,,,,,,,lag,,,,,,,,,
time,,time?,9,word,,,,,appeal,,,,,,,,,,,
time,,time.,85,word,,,,,final,,,,,,,,,,,
time,,time],3,word,,,,,,],,,,,,,,,,
time,,"time],",3,word,,,,,continuing,],,,,,,,,,,
time,,time]?,3,word,,,,,appeal,],,,,,,,,,,
time,,time].,14,word,,,,,final,],,,,,,,,,,
time's,,time's,1,word,,,,,,,,,,,,,,,,
times,,#[6times],1,word,,,,,,[],,,#word,,,,,,,
times,,"#times],",1,word,,,,,continuing,],,,#word,,,,,,,
times,,"ti:mes,",1,word,,,,,continuing,,lag,,,,,,,,,
times,,ti:mes.,1,word,,,,,final,,lag,,,,,,,,,
times,,"ti:mes],",1,word,,,,,continuing,],lag,,,,,,,,,
times,,ti]:mes.,1,word,,,,,final,],lag,,,,,,,,,
times,,times,50,word,,,,,,,,,,,,,,,,
times,,"times,",27,word,,,,,continuing,,,,,,,,,,,
times,,times?,1,word,,,,,appeal,,,,,,,,,,,
times,,times.,11,word,,,,,final,,,,,,,,,,,
times,,"times],",1,word,,,,,continuing,],,,,,,,,,,
times,,times].,2,word,,,,,final,],,,,,,,,,,
timid,,timid.,2,word,,,,,final,,,,,,,,,,,
timmy,,"~timmy],",1,word,,,,,continuing,],,,,,,~,,,,
tin,,tin,2,word,,,,,,,,,,,,,,,,
tina,,tina,1,word,,,,,,,,,,,,,,,,
tiny,,tiny,8,word,,,,,,,,,,,,,,,,
tiny,,"tiny,",1,word,,,,,continuing,,,,,,,,,,,
tip,,tip,2,word,,,,,,,,,,,,,,,,
tiptoe,,tiptoe,1,word,,,,,,,,,,,,,,,,
tiptoes,,tiptoes,1,word,,,,,,,,,,,,,,,,
tiptoes,,"tiptoes,",1,word,,,,,continuing,,,,,,,,,,,
tiptoes,,tiptoes.,1,word,,,,,final,,,,,,,,,,,
tire,,tire,1,word,,,,,,,,,,,,,,,,
tire,,"tire,",1,word,,,,,continuing,,,,,,,,,,,
tire,,tire.,1,word,,,,,final,,,,,,,,,,,
tired,,[tired.,1,word,,,,,final,[,,,,,,,,,,
tired,,#[tired,1,word,,,,,,[,,,#word,,,,,,,
tired,,"ti:red,",1,word,,,,,continuing,,lag,,,,,,,,,
tired,,ti:red.,2,word,,,,,final,,lag,,,,,,,,,
tired,,tired,11,word,,,,,,,,,,,,,,,,
tired,,"tired,",3,word,,,,,continuing,,,,,,,,,,,
tired,,tired?,1,word,,,,,appeal,,,,,,,,,,,
tired,,tired.,5,word,,,,,final,,,,,,,,,,,
tired,,tired].,3,word,,,,,final,],,,,,,,,,,
tires,,"ti:res,",1,word,,,,,continuing,,lag,,,,,,,,,
tires,,tires,3,word,,,,,,,,,,,,,,,,
tires,,"tires,",1,word,,,,,continuing,,,,,,,,,,,
tiring,,tiring,1,word,,,,,,,,,,,,,,,,
tiring,,tiring.,1,word,,,,,final,,,,,,,,,,,
title,,title,2,word,,,,,,,,,,,,,,,,
title,,"title,",2,word,,,,,continuing,,,,,,,,,,,
title,,title.,1,word,,,,,final,,,,,,,,,,,
titled,,"titled,",1,word,,,,,continuing,,,,,,,,,,,
titles,,titles.,1,word,,,,,final,,,,,,,,,,,
tito,,ti]to,1,word,,,,,,],,,,,,,,,,
tizol,,"tizol,",1,word,,,,,continuing,,,,,,,,,,,
tlacochahuaya,,tlacochahuaya.,1,word,,,,,final,,,,,,,,,,,
to,,[@to,1,word,,,,,,[,,@word,,,,,,,,
to,,[#to,2,word,,,,,,[,,,#word,,,,,,,
to,,[2to,16,word,,,,,,[,,,,,,,,,,
to,,[2to.,1,word,,,,,final,[,,,,,,,,,,
to,,[2to],1,word,,,,,,[],,,,,,,,,,
to,,"[2to],",1,word,,,,,continuing,[],,,,,,,,,,
to,,[3to,13,word,,,,,,[,,,,,,,,,,
to,,[4to,10,word,,,,,,[,,,,,,,,,,
to,,[4to],1,word,,,,,,[],,,,,,,,,,
to,,"[4to],",1,word,,,,,continuing,[],,,,,,,,,,
to,,[5to,2,word,,,,,,[,,,,,,,,,,
to,,"[5to],",1,word,,,,,continuing,[],,,,,,,,,,
to,,[6to,1,word,,,,,,[,,,,,,,,,,
to,,"[6to],",1,word,,,,,continuing,[],,,,,,,,,,
to,,[7to,2,word,,,,,,[,,,,,,,,,,
to,,[9to,1,word,,,,,,[,,,,,,,,,,
to,,[to,43,word,,,,,,[,,,,,,,,,,
to,,"[to,",1,word,,,,,continuing,[,,,,,,,,,,
to,,[to],9,word,,,,,,[],,,,,,,,,,
to,,"[to],",1,word,,,,,continuing,[],,,,,,,,,,
to,,[to]?,1,word,,,,,appeal,[],,,,,,,,,,
to,,[to].,1,word,,,,,final,[],,,,,,,,,,
to,,@to,8,word,,,,,,,,@word,,,,,,,,
to,,@to.,1,word,,,,,final,,,@word,,,,,,,,
to,,#[2to,1,word,,,,,,[,,,#word,,,,,,,
to,,#[2to],1,word,,,,,,[],,,#word,,,,,,,
to,,#[5to,1,word,,,,,,[,,,#word,,,,,,,
to,,#to,19,word,,,,,,,,,#word,,,,,,,
to,,"#to,",1,word,,,,,continuing,,,,#word,,,,,,,
to,,#to],1,word,,,,,,],,,#word,,,,,,,
to,,%to:,1,word,,,,,,,lag,,,%word,,,,,,
to,,+to,1,word,,,,,,,,,,,,+,,,,
to,,t:o,1,word,,,,,,,lag,,,,,,,,,
to,,to,4230,word,,,,,,,,,,,,,,,,
to,,"to,",112,word,,,,,continuing,,,,,,,,,,,
to,,to:,41,word,,,,,,,lag,,,,,,,,,
to,,"to:,",11,word,,,,,continuing,,lag,,,,,,,,,
to,,to:.,1,word,,,,,final,,lag,,,,,,,,,
to,,to:],1,word,,,,,,],lag,,,,,,,,,
to,,"to:],",2,word,,,,,continuing,],lag,,,,,,,,,
to,,to?,2,word,,,,,appeal,,,,,,,,,,,
to,,to.,34,word,,,,,final,,,,,,,,,,,
to,,to[:],1,word,,,,,,[],lag,,,,,,,,,
to,,to],79,word,,,,,,],,,,,,,,,,
to,,"to],",6,word,,,,,continuing,],,,,,,,,,,
to,,to]?,2,word,,,,,appeal,],,,,,,,,,,
to,,to].,2,word,,,,,final,],,,,,,,,,,
to,,"to2],",1,word,,,,,continuing,],,,,,,,,,,
to,,to3],3,word,,,,,,],,,,,,,,,,
to,,to5],1,word,,,,,,],,,,,,,,,,
to,,to6],1,word,,,,,,],,,,,,,,,,
to-do,,to-do,1,word,,,,,,,,,,,,,,,,
to-year-old,,"to-year-old,",1,word,,,,,continuing,,,,,,,,,,,
