Token,Lemma,Transcript,Count,Category,Subcategory,Correction,Special,Two_words,End_tone,Overlap,Lag,@word,#word,%word,_word,Other_symbols,Standoff,Name,Stop_List,[POS]
(tsk),,[5(tsk)],2,vocalism,,CAPS,,,,[],,,,,,,,,,
(tsk),,[6(tsk),3,vocalism,,CAPS,,,,[,,,,,,,,,,
(tsk),,[9(tsk),1,vocalism,,CAPS,,,,[,,,,,,,,,,
(tsk),,m:_(tsk),1,vocalism,,CAPS,,,,,lag,,,,,,,,,
(tss),,(tss)[:],1,vocalism,,CAPS,,,,[],lag,,,,,,,,,
(tss),,[(tss):,1,vocalism,,CAPS,,,,[,lag,,,,,,,,,
(tss),,[(tss):],1,vocalism,,CAPS,,,,[],lag,,,,,,,,,
(tss),,[(tss)],1,vocalism,,CAPS,,,,[],,,,,,,,,,
(tss),,[2(tss):],1,vocalism,,CAPS,,,,[],lag,,,,,,,,,
(tss),,[4(tss):],1,vocalism,,CAPS,,,,[],lag,,,,,,,,,
(tss),,[5(tss):],1,vocalism,,CAPS,,,,[],lag,,,,,,,,,
(vocal_noise),,(vocal_noise),2,vocalism,,CAPS,,,,,,,,,,,,,,
(whinny),,[(whinny):]:,1,vocalism,,CAPS,,,,[],lag,,,,,,,,,
(whistling),,(whistling),2,vocalism,,CAPS,,,,,,,,,,,,,,
(whistling),,[(whistling):][2:],1,vocalism,,CAPS,,,,[],lag,,,,,,,,,
(whistling),,[(whistling)],1,vocalism,,CAPS,,,,[],,,,,,,,,,
(whistling),,[2(whistling)][3:][4:][5:],1,vocalism,,CAPS,,,,[],lag,,,,,,,,,
(yawn),,(yawn),23,vocalism,,CAPS,,,,,,,,,,,,,,
(yawn),,(yawn):,2,vocalism,,CAPS,,,,,lag,,,,,,,,,
(yawn),,(yawn)[:],1,vocalism,,CAPS,,,,[],lag,,,,,,,,,
(yawn),,(yawn0,1,vocalism,,CAPS,[check],,,,,,,,,,,,,
(yawn),,[(yawn),1,vocalism,,CAPS,,,,[,,,,,,,,,,
(yawn),,[(yawn)],4,vocalism,,CAPS,,,,[],,,,,,,,,,
(yawn),,[(yawn)]:,1,vocalism,,CAPS,,,,[],lag,,,,,,,,,
(yawn),,[(yawn)][2:],1,vocalism,,CAPS,,,,[],lag,,,,,,,,,
(yawn),,[(yawn)][2:][3:],1,vocalism,,CAPS,,,,[],lag,,,,,,,,,
(yawn),,[2(yawn)],1,vocalism,,CAPS,,,,[],,,,,,,,,,
(yawn),,[3(yawn)],1,vocalism,,CAPS,,,,[],,,,,,,,,,
(yawn),,[5(yawn)]:,1,vocalism,,CAPS,,,,[],lag,,,,,,,,,
(yell),,(yell),2,vocalism,,CAPS,,,,,,,,,,,,,,
(yell),,"(yell),",1,vocalism,,CAPS,,,continuing,,,,,,,,,,,
(yell),,[9(yell)][:],1,vocalism,,CAPS,,,,[],lag,,,,,,,,,
(ywn),,[(ywn)],1,vocalism,,CAPS,(YAWN),,,[],,,,,,,,,,
),,)[2:],1,vocalism,,,[check],,,[],lag,,,,,,,,,
{b},,{b},1,vocalism,,(CAPS),quality-start or vocalism?,,,,,,,,,,,,,
{coughing},,{coughing},1,vocalism,,(CAPS),quality-start or vocalism?,,,,,,,,,,,,,
{kiss},,{kiss},10,vocalism,,(CAPS),quality-start or vocalism?,,,,,,,,,,,,,
{kiss},,"{kiss},",1,vocalism,,(CAPS),quality-start or vocalism?,,,,,,,,,,,,,
{kiss},,{kiss}:,1,vocalism,,(CAPS),quality-start or vocalism?,,,,lag,,,,,,,,,
{kiss},,{kiss}::,2,vocalism,,(CAPS),quality-start or vocalism?,,,,lag,,,,,,,,,
{murmur},,{murmur},1,vocalism,,(CAPS),quality-start or vocalism?,,,,,,,,,,,,,
{sing},,{sing},1,vocalism,,(CAPS),quality-start or vocalism?,,,,,,,,,,,,,
{singing},,{singing},1,vocalism,,(CAPS),quality-start or vocalism?,,,,,,,,,,,,,
{sip},,[{sip}],6,vocalism,,(CAPS),quality-start or action?,,,[],,,,,,,,,,
{sip},,[2{sip}],1,vocalism,,(CAPS),quality-start or action?,,,[],,,,,,,,,,
{sip},,[2{sip}]:,1,vocalism,,(CAPS),quality-start or action?,,,[],lag,,,,,,,,,
{sip},,[3{sip}],1,vocalism,,(CAPS),quality-start or action?,,,[],,,,,,,,,,
{sip},,[7{sip}],1,vocalism,,(CAPS),quality-start or action?,,,[],,,,,,,,,,
{sip},,{sip},15,vocalism,,(CAPS),quality-start or action?,,,,,,,,,,,,,
{talk},,{talk},1,vocalism,,(CAPS),quality-start or vocalism?,,,,,,,,,,,,,
{vomit-sound},,[4{vomit-sound},1,vocalism,,(CAPS),quality-start or vocalism?,,,[,,,,,,,,,,
{whistle},,[{whistle}],2,vocalism,,(CAPS),quality-start or vocalism?,,,[],,,,,,,,,,
{whistle},,[{whistle}].,1,vocalism,,(CAPS),quality-start or vocalism?,,final,[],,,,,,,,,,
{whistle},,[2{whistle}],1,vocalism,,(CAPS),quality-start or vocalism?,,,[],,,,,,,,,,
{whistle},,[3{whistle}].,1,vocalism,,(CAPS),quality-start or vocalism?,,final,[],,,,,,,,,,
{whistle},,[4{whistle},1,vocalism,,(CAPS),quality-start or vocalism?,,,[,,,,,,,,,,
{whistle},,[4{whistle}].,1,vocalism,,(CAPS),quality-start or vocalism?,,final,[],,,,,,,,,,
{whistle},,{whistle},7,vocalism,,(CAPS),quality-start or vocalism?,,,,,,,,,,,,,
{whistle},,{whistle}[:],3,vocalism,,(CAPS),quality-start or vocalism?,,,[],lag,,,,,,,,,
#,#,...#,1,word,inaudible,,[check],second of 2,,,,,,,,,,,,
#,#,[#,22,word,inaudible,,,,,[,,,,,,,,,,
#,#,[#:.,1,word,inaudible,,,,final,[,lag,,,,,,,,,
#,#,[#?,1,word,inaudible,,,,appeal,[,,,,,,,,,,
#,#,[#],69,word,inaudible,,,,,[],,,,,,,,,,
#,#,"[#],",6,word,inaudible,,,,continuing,[],,,,,,,,,,
#,#,[#]?,1,word,inaudible,,,,appeal,[],,,,,,,,,,
#,#,[#].,7,word,inaudible,,,,final,[],,,,,,,,,,
#,#,[2#,7,word,inaudible,,,,,[,,,,,,,,,,
#,#,[2#],22,word,inaudible,,,,,[],,,,,,,,,,
#,#,"[2#],",1,word,inaudible,,,,continuing,[],,,,,,,,,,
#,#,[2#]?,1,word,inaudible,,,,appeal,[],,,,,,,,,,
#,#,[2#].,5,word,inaudible,,,,final,[],,,,,,,,,,
#,#,[2#@],1,word,inaudible,,,,,[],,@word,#word,,,,,,,
#,#,[3#,4,word,inaudible,,,,,[,,,,,,,,,,
#,#,[3#],8,word,inaudible,,,,,[],,,,,,,,,,
#,#,[3#].,2,word,inaudible,,,,final,[],,,,,,,,,,
#,#,[3#][4:],1,word,inaudible,,,,,[],lag,,,,,,,,,
#,#,[4#,1,word,inaudible,,,,,[,,,,,,,,,,
#,#,"[4#:],",1,word,inaudible,,,,continuing,[],lag,,,,,,,,,
#,#,[4#],5,word,inaudible,,,,,[],,,,,,,,,,
#,#,[5#,3,word,inaudible,,,,,[,,,,,,,,,,
#,#,[5#],3,word,inaudible,,,,,[],,,,,,,,,,
#,#,[6#,2,word,inaudible,,,,,[,,,,,,,,,,
#,#,[6#],1,word,inaudible,,,,,[],,,,,,,,,,
#,#,[7#],2,word,inaudible,,,,,[],,,,,,,,,,
#,#,[8#,1,word,inaudible,,,,,[,,,,,,,,,,
#,#,[9#],1,word,inaudible,,,,,[],,,,,,,,,,
#,#,@#,2,word,inaudible,,,,,,,@word,,,,,,,,
#,#,#,114,word,inaudible,,,,,,,,,,,,,,,
#,#,#,1,word,inaudible,,,,,,,,,,,,,,,
#,#,"#,",17,word,inaudible,,,,continuing,,,,,,,,,,,
#,#,#:,5,word,inaudible,,,,,,lag,,,,,,,,,
#,#,"#:,",1,word,inaudible,,,,continuing,,lag,,,,,,,,,
#,#,#:],1,word,inaudible,,,,,],lag,,,,,,,,,
#,#,#:].,2,word,inaudible,,,,final,],lag,,,,,,,,,
#,#,#?,2,word,inaudible,,,,appeal,,,,,,,,,,,
#,#,#.,14,word,inaudible,,,,final,,,,,,,,,,,
#,#,#..,7,word,inaudible,,[check],first of 2,,,,,,,,,,,,
#,#,#...,1,word,inaudible,,[check],first of 2,,,,,,,,,,,,
#,#,#..],1,word,inaudible,,[check],first of 2,,,,,,,,,,,,
#,#,#[:],1,word,inaudible,,,,,[],lag,,,,,,,,,
#,#,#[3:,1,word,inaudible,,,,,[,lag,,,,,,,,,
#,#,#],29,word,inaudible,,,,,],,,,,,,,,,
#,#,"#],",9,word,inaudible,,,,continuing,],,,,,,,,,,
#,#,#]?,2,word,inaudible,,,,appeal,],,,,,,,,,,
#,#,#].,13,word,inaudible,,,,final,],,,,,,,,,,
#,#,"#2],",1,word,inaudible,,,,continuing,],,,,,,,,,,
#,#,#3],1,word,inaudible,,,,,],,,,,,,,,,
#,#,#4],1,word,inaudible,,,,,],,,,,,,,,,
#,#,#4].,1,word,inaudible,,,,final,],,,,,,,,,,
#,#,+#,1,word,inaudible,,,,,,,,,,,+,,,,
#-,#,#-,6,word,inaudible,,,,,,,,,,,,,,,
#-,#,#-],1,word,inaudible,,,,,],,,,,,,,,,
##,#,..][2##],1,word,inaudible,,[check],second of 2,,[],,,,,,,,,,
##,#,"[#][2#],",1,word,inaudible,,,,continuing,[],,,,,,,,,,
##,#,[#]#,2,word,inaudible,,,,,[],,,,,,,,,,
##,#,[##,15,word,inaudible,,,,,[,,,,,,,,,,
##,#,"[##,",1,word,inaudible,,,,continuing,[,,,,,,,,,,
##,#,[##],65,word,inaudible,,,,,[],,,,,,,,,,
##,#,"[##],",2,word,inaudible,,,,continuing,[],,,,,,,,,,
##,#,[##]?,4,word,inaudible,,,,appeal,[],,,,,,,,,,
##,#,[##].,11,word,inaudible,,,,final,[],,,,,,,,,,
##,#,[2#:#:].,1,word,inaudible,,,,final,[],lag,,,,,,,,,
##,#,[2##,3,word,inaudible,,,,,[,,,,,,,,,,
##,#,[2##:,1,word,inaudible,,,,,[,lag,,,,,,,,,
##,#,[2##],19,word,inaudible,,,,,[],,,,,,,,,,
##,#,"[2##],",2,word,inaudible,,,,continuing,[],,,,,,,,,,
##,#,[2##]?,1,word,inaudible,,,,appeal,[],,,,,,,,,,
##,#,[2##].,4,word,inaudible,,,,final,[],,,,,,,,,,
##,#,[3##,1,word,inaudible,,,,,[,,,,,,,,,,
##,#,[3##:].,1,word,inaudible,,,,final,[],lag,,,,,,,,,
##,#,[3##],9,word,inaudible,,,,,[],,,,,,,,,,
##,#,"[3##],",1,word,inaudible,,,,continuing,[],,,,,,,,,,
##,#,[3##].,2,word,inaudible,,,,final,[],,,,,,,,,,
##,#,[4##,2,word,inaudible,,,,,[,,,,,,,,,,
##,#,[4##],7,word,inaudible,,,,,[],,,,,,,,,,
##,#,[4##]?,1,word,inaudible,,,,appeal,[],,,,,,,,,,
##,#,[5##,3,word,inaudible,,,,,[,,,,,,,,,,
##,#,[5##],5,word,inaudible,,,,,[],,,,,,,,,,
##,#,[5##].,1,word,inaudible,,,,final,[],,,,,,,,,,
##,#,[6##,1,word,inaudible,,,,,[,,,,,,,,,,
##,#,[7##,1,word,inaudible,,,,,[,,,,,,,,,,
##,#,[7##],2,word,inaudible,,,,,[],,,,,,,,,,
##,#,[7##].,1,word,inaudible,,,,final,[],,,,,,,,,,
##,#,[8##],1,word,inaudible,,,,,[],,,,,,,,,,
##,#,[9##,1,word,inaudible,,,,,[,,,,,,,,,,
##,#,[9##],2,word,inaudible,,,,,[],,,,,,,,,,
##,#,#[#],2,word,inaudible,,,,,[],,,,,,,,,,
##,#,#[3#],1,word,inaudible,,,,,[],,,,,,,,,,
##,#,#][3#,2,word,inaudible,,,,,][,,,,,,,,,,
##,#,#][4#],1,word,inaudible,,,,,[],,,,,,,,,,
##,#,##,95,word,inaudible,,,,,,,,,,,,,,,
##,#,"##,",15,word,inaudible,,,,continuing,,,,,,,,,,,
##,#,##:].,1,word,inaudible,,,,final,],lag,,,,,,,,,
##,#,##?,2,word,inaudible,,,,appeal,,,,,,,,,,,
##,#,##.,14,word,inaudible,,,,final,,,,,,,,,,,
##,#,##],26,word,inaudible,,,,,],,,,,,,,,,
##,#,"##],",7,word,inaudible,,,,continuing,],,,,,,,,,,
##,#,##]?,1,word,inaudible,,,,appeal,],,,,,,,,,,
##,#,##].,22,word,inaudible,,,,final,],,,,,,,,,,
##,#,##3].,1,word,inaudible,,,,final,],,,,,,,,,,
##,#,##4],1,word,inaudible,,,,,],,,,,,,,,,
##'s,#,##'s,1,word,inaudible,,,,,,,,,,,,,,,
###,#,[#][2##],2,word,inaudible,,,,,[],,,,,,,,,,
###,#,[##][2#],2,word,inaudible,,,,,[],,,,,,,,,,
###,#,"[##]#:,",1,word,inaudible,,,,continuing,[],lag,,,,,,,,,
###,#,[##]#.,1,word,inaudible,,,,final,[],,,,,,,,,,
###,#,[###,11,word,inaudible,,,,,[,,,,,,,,,,
###,#,[###:,1,word,inaudible,,,,,[,lag,,,,,,,,,
###,#,[###?,1,word,inaudible,,,,appeal,[,,,,,,,,,,
###,#,[###.,1,word,inaudible,,,,final,[,,,,,,,,,,
###,#,[###],21,word,inaudible,,,,,[],,,,,,,,,,
###,#,[###]?,2,word,inaudible,,,,appeal,[],,,,,,,,,,
###,#,[###].,4,word,inaudible,,,,final,[],,,,,,,,,,
###,#,[2###,5,word,inaudible,,,,,[,,,,,,,,,,
###,#,[2###],6,word,inaudible,,,,,[],,,,,,,,,,
###,#,[2###].,1,word,inaudible,,,,final,[],,,,,,,,,,
###,#,[3###,1,word,inaudible,,,,,[,,,,,,,,,,
###,#,[3###],5,word,inaudible,,,,,[],,,,,,,,,,
###,#,"[3###],",1,word,inaudible,,,,continuing,[],,,,,,,,,,
###,#,[3###].,2,word,inaudible,,,,final,[],,,,,,,,,,
###,#,[4###],2,word,inaudible,,,,,[],,,,,,,,,,
###,#,[5@###,1,word,inaudible,,,,,[,,@word,,,,,,,,
###,#,[5###,1,word,inaudible,,,,,[,,,,,,,,,,
###,#,[5###],1,word,inaudible,,,,,[],,,,,,,,,,
###,#,[5###].,1,word,inaudible,,,,final,[],,,,,,,,,,
###,#,[7###,1,word,inaudible,,,,,[,,,,,,,,,,
###,#,[8###],1,word,inaudible,,,,,[],,,,,,,,,,
###,#,#[##],2,word,inaudible,,,,,[],,,,,,,,,,
###,#,#[##].,2,word,inaudible,,,,final,[],,,,,,,,,,
###,#,#][##:]?,1,word,inaudible,,,,appeal,[],lag,,,,,,,,,
###,#,#][6##,1,word,inaudible,,,,,][,,,,,,,,,,
###,#,##][2#,2,word,inaudible,,,,,][,,,,,,,,,,
###,#,##]#.,1,word,inaudible,,,,final,],,,,,,,,,,
###,#,###,34,word,inaudible,,,,,,,,,,,,,,,
###,#,"###,",9,word,inaudible,,,,continuing,,,,,,,,,,,
###,#,###:],1,word,inaudible,,,,,],lag,,,,,,,,,
###,#,###?,2,word,inaudible,,,,appeal,,,,,,,,,,,
###,#,###.,10,word,inaudible,,,,final,,,,,,,,,,,
###,#,###],3,word,inaudible,,,,,],,,,,,,,,,
###,#,"###],",4,word,inaudible,,,,continuing,],,,,,,,,,,
###,#,###]?,3,word,inaudible,,,,appeal,],,,,,,,,,,
###,#,###].,7,word,inaudible,,,,final,],,,,,,,,,,
###,#,###2],1,word,inaudible,,,,,],,,,,,,,,,
###,#,###2].,1,word,inaudible,,,,final,],,,,,,,,,,
###,#,###3],2,word,inaudible,,,,,],,,,,,,,,,
###,#,###3].,1,word,inaudible,,,,final,],,,,,,,,,,
####,#,[##][2##],1,word,inaudible,,,,,[],,,,,,,,,,
####,#,[####,3,word,inaudible,,,,,[,,,,,,,,,,
####,#,[####],6,word,inaudible,,,,,[],,,,,,,,,,
####,#,"[####],",1,word,inaudible,,,,continuing,[],,,,,,,,,,
####,#,[####].,6,word,inaudible,,,,final,[],,,,,,,,,,
####,#,[2###][3#].,1,word,inaudible,,,,final,[],,,,,,,,,,
####,#,[2####,2,word,inaudible,,,,,[,,,,,,,,,,
####,#,[2####],4,word,inaudible,,,,,[],,,,,,,,,,
####,#,[2####].,2,word,inaudible,,,,final,[],,,,,,,,,,
####,#,[3####,1,word,inaudible,,,,,[,,,,,,,,,,
####,#,[3####?,1,word,inaudible,,,,appeal,[,,,,,,,,,,
####,#,[3####],2,word,inaudible,,,,,[],,,,,,,,,,
####,#,"[4####],",1,word,inaudible,,,,continuing,[],,,,,,,,,,
####,#,[5####].,1,word,inaudible,,,,final,[],,,,,,,,,,
####,#,[6####],1,word,inaudible,,,,,[],,,,,,,,,,
####,#,[8####.,1,word,inaudible,,,,final,[,,,,,,,,,,
####,#,#[###],2,word,inaudible,,,,,[],,,,,,,,,,
####,#,#][2###].,2,word,inaudible,,,,final,[],,,,,,,,,,
####,#,#]###,1,word,inaudible,,,,,],,,,,,,,,,
####,#,##[##,1,word,inaudible,,,,,[,,,,,,,,,,
####,#,##[##],1,word,inaudible,,,,,[],,,,,,,,,,
####,#,###[6#],1,word,inaudible,,,,,[],,,,,,,,,,
####,#,####,9,word,inaudible,,,,,,,,,,,,,,,
####,#,"####,",2,word,inaudible,,,,continuing,,,,,,,,,,,
####,#,####.,4,word,inaudible,,,,final,,,,,,,,,,,
####,#,####],2,word,inaudible,,,,,],,,,,,,,,,
####,#,"####],",1,word,inaudible,,,,continuing,],,,,,,,,,,
####,#,####].,7,word,inaudible,,,,final,],,,,,,,,,,
####,#,##2]##,1,word,inaudible,,,,,],,,,,,,,,,
#####,#,[#####],3,word,inaudible,,,,,[],,,,,,,,,,
#####,#,"[#####],",3,word,inaudible,,,,continuing,[],,,,,,,,,,
#####,#,[#####]?,1,word,inaudible,,,,appeal,[],,,,,,,,,,
#####,#,[#####].,1,word,inaudible,,,,final,[],,,,,,,,,,
#####,#,[3###][4#]#,1,word,inaudible,,,,,[],,,,,,,,,,
#####,#,[9#####],1,word,inaudible,,,,,[],,,,,,,,,,
#####,#,#####,7,word,inaudible,,,,,,,,,,,,,,,
#####,#,"#####,",1,word,inaudible,,,,continuing,,,,,,,,,,,
#####,#,#####.,1,word,inaudible,,,,final,,,,,,,,,,,
#####,#,#####],2,word,inaudible,,,,,],,,,,,,,,,
#####,#,#####].,1,word,inaudible,,,,final,],,,,,,,,,,
######,#,[###][2###],2,word,inaudible,,,,,[],,,,,,,,,,
######,#,[######],1,word,inaudible,,,,,[],,,,,,,,,,
######,#,[3######],1,word,inaudible,,,,,[],,,,,,,,,,
######,#,######,2,word,inaudible,,,,,,,,,,,,,,,
######,#,######],1,word,inaudible,,,,,],,,,,,,,,,
#######,#,[2###][3####],1,word,inaudible,,,,,[],,,,,,,,,,
#######,#,[3####]#[4##,1,word,inaudible,,,,,[],,,,,,,,,,
#######,#,#][8######,1,word,inaudible,,,,,][,,,,,,,,,,
#######,#,#######,1,word,inaudible,,,,,,,,,,,,,,,
########,#,[####][2##]##,1,word,inaudible,,,,,[],,,,,,,,,,
########,#,[########].,1,word,inaudible,,,,final,[],,,,,,,,,,
########,#,[3########],1,word,inaudible,,,,,[],,,,,,,,,,
#########,#,#####[3####].,1,word,inaudible,,,,final,[],,,,,,,,,,
###########,#,[###########],1,word,inaudible,,,,,[],,,,,,,,,,
/pub/,,/pub/],1,word,phonetic,,,,,],,,,,,,,,,
/sed,,[4/sed,1,word,phonetic,,[check],,,[,,,,,,,,,,
ai/,,ai/],1,word,phonetic,,[check],,,],,,,,,,,,,
cello_(/cheller/),cello,cello_(/cheller/).,1,word,phonetic,,,,final,,,,,,,(/ /),,,,
does_(/uz/),do,does_(/uz/),1,word,phonetic,,,,,,,,,,,(/ /),,,,
good_/god/,good,good_/god/,1,word,phonetic,,,,,,,,,,,(/ /),,,,
doesn't-,,doesn't-,1,word,truncated_IU,,,,,,,,,,,,,,,
-body,body,-body,1,word,truncated_word,,[check],,,,,,,,,,,,,
-fourth,fourth,-fourth,1,word,truncated_word,,[check],,,,,,,,,,,,,
-gerald,,"-gerald,",1,word,truncated_word,,[check],,continuing,,,,,,,,,,,
-less,,-less,1,word,truncated_word,,[check],,,,,,,,,,,,,
-ply,,-ply,1,word,truncated_word,,[check],,,,,,,,,,,,,
-sery,,"-sery][4:],",1,word,truncated_word,,[check],,continuing,[],lag,,,,,,,,,
-six,six,-six,1,word,truncated_word,,[check],,,,,,,,,,,,,
-so,,"-so,",1,word,truncated_word,,[check],,continuing,,,,,,,,,,,
-ssurance,,-ssurance,1,word,truncated_word,,[check],,,,,,,,,,,,,
-teriorating,deteriorating,-teriorating,1,word,truncated_word,,[check],,,,,,,,,,,,,
-three,three,"-three,",1,word,truncated_word,,[check],,continuing,,,,,,,,,,,
-turned,turned,"-turned,",1,word,truncated_word,,[check],,continuing,,,,,,,,,,,
-two,two,-two.,1,word,truncated_word,,[check],,final,,,,,,,,,,,
-vey,,-vey,1,word,truncated_word,,[check],,,,,,,,,,,,,
(%)-,,%-,13,word,truncated_word,(%) [?],[check],,,,,,,,,,,,,
(%)-,,"%-,",1,word,truncated_word,(%) [?],[check],,continuing,,,,,,,,,,,
(%)-,,%-],1,word,truncated_word,(%) [?],[check],,,],,,,,,,,,,
a_,,%a_,1,word,truncated_word,[hyphen],[check],,,,,,,%word,_word,,,,,
a_,,a_,1,word,truncated_word,[hyphen],[check],,,,,,,,_word,,,,,
a-,,[3%a-,1,word,truncated_word,,,,,[,,,,%word,,,,,,
a-,,[6a-,1,word,truncated_word,,,,,[,,,,,,,,,,
a-,,[a-,1,word,truncated_word,,,,,[,,,,,,,,,,
a-,,#a%-],1,word,truncated_word,,,,,],,,#word,%word,,,,,,
a-,,%a-,10,word,truncated_word,,,,,,,,,%word,,,,,,
a-,,%a:-,1,word,truncated_word,,,,,,lag,,,%word,,,,,,
a-,,a-,46,word,truncated_word,,,,,,,,,,,,,,,
a-,,"a-,",2,word,truncated_word,,,,continuing,,,,,,,,,,,
a-,,a-],4,word,truncated_word,,,,,],,,,,,,,,,
a-,,a-2],1,word,truncated_word,,,,,],,,,,,,,,,
a-,,a-seven,1,word,truncated_word,,[check],first of 2,,,,,,,,,,,,
a-,,a:-,1,word,truncated_word,,,,,,lag,,,,,,,,,
a-,,a%-,2,word,truncated_word,,,,,,,,,%word,,,,,,
ab-,,ab-,1,word,truncated_word,,,,,,,,,,,,,,,
able-,able,"able-,",1,word,truncated_word,,,,continuing,,,,,,,,,,,
abou-,about,abou-,1,word,truncated_word,,,,,,,,,,,,,,,
about-,about,about-,1,word,truncated_word,,,,,,,,,,,,,,,
about-,about,"about-,",1,word,truncated_word,,,,continuing,,,,,,,,,,,
about-,about,about-],2,word,truncated_word,,,,,],,,,,,,,,,
absolute-,absolute,absolute-,1,word,truncated_word,,,,,,,,,,,,,,,
ac-,,ac-,4,word,truncated_word,,,,,,,,,,,,,,,
academic-,academic,[academic-],1,word,truncated_word,,,,,[],,,,,,,,,,
act-,,act-,1,word,truncated_word,,,,,,,,,,,,,,,
ad-,,ad-,1,word,truncated_word,,,,,,,,,,,,,,,
af-,,af-,2,word,truncated_word,,,,,,,,,,,,,,,
af-,,"af-,",1,word,truncated_word,,,,continuing,,,,,,,,,,,
afri-,Africa,[afri-].,1,word,truncated_word,,,,final,[],,,,,,,,,,
africa-,Africa,africa_,1,word,truncated_word,,,,,,,,,,,,,,,
ag-,,ag-,2,word,truncated_word,,,,,,,,,,,,,,,
again-,again,%again-,1,word,truncated_word,,,,,,,,,%word,,,,,,
agree-,agree,agree-,1,word,truncated_word,,,,,,,,,,,,,,,
ah-,,[ah-],1,word,truncated_word,,,,,[],,,,,,,,,,
al-,,[al-,1,word,truncated_word,,,,,[,,,,,,,,,,
al-,,al_,1,word,truncated_word,,,,,,,,,,,,,,,
al-,,al_],1,word,truncated_word,,,,,],,,,,,,,,,
al-,,al-,4,word,truncated_word,,,,,,,,,,,,,,,
ala-,,[2ala-],1,word,truncated_word,,,,,[],,,,,,,,,,
alin-,,~alin-,1,word,truncated_word,,,,,,,,,,,~,,,,
all-,,all-,3,word,truncated_word,,,,,,,,,,,,,,,
all-,,all-],1,word,truncated_word,,,,,],,,,,,,,,,
almo-,almost,almo-,1,word,truncated_word,,,,,,,,,,,,,,,
alr-,,[3alr-].,1,word,truncated_word,,,,final,[],,,,,,,,,,
alr-,,alr-],1,word,truncated_word,,,,,],,,,,,,,,,
alre-,,alre-,1,word,truncated_word,,,,,,,,,,,,,,,
also-,also,#also-],1,word,truncated_word,,,,,],,,#word,,,,,,,
alumni-,alumni,alumni-,1,word,truncated_word,,,,,,,,,,,,,,,
alw-,,[%alw-],1,word,truncated_word,,,,,[],,,,%word,,,,,,
alw-,,alw-,1,word,truncated_word,,,,,,,,,,,,,,,
am-,,"#am-,",1,word,truncated_word,,,,continuing,,,,#word,,,,,,,
ama-,,ama-],1,word,truncated_word,,,,,],,,,,,,,,,
amount-,amount,amount-,1,word,truncated_word,,,,,,,,,,,,,,,
an-,,[2an-],1,word,truncated_word,,,,,[],,,,,,,,,,
an-,,%an-,1,word,truncated_word,,,,,,,,,%word,,,,,,
an-,,an_,1,word,truncated_word,,,,,,,,,,,,,,,
an-,,an-,6,word,truncated_word,,,,,,,,,,,,,,,
analyz-,analyze,analyz-,1,word,truncated_word,,,,,,,,,,,,,,,
and-,,[2and-],1,word,truncated_word,,,,,[],,,,,,,,,,
and-,,[and-,1,word,truncated_word,,,,,[,,,,,,,,,,
and-,,and-,16,word,truncated_word,,,,,,,,,,,,,,,
and-,,"and-,",1,word,truncated_word,,,,continuing,,,,,,,,,,,
and-,,and-],2,word,truncated_word,,,,,],,,,,,,,,,
ans-,,ans-,2,word,truncated_word,,,,,,,,,,,,,,,
antiquated-,antiquated,antiquated-.,1,word,truncated_word,,,,final,,,,,,,,,,,
any-,,any-,1,word,truncated_word,,,,,,,,,,,,,,,
anywh-,anywhere,anywh-,1,word,truncated_word,,,,,,,,,,,,,,,
ap-,,ap-,2,word,truncated_word,,,,,,,,,,,,,,,
app-,,app-,2,word,truncated_word,,,,,,,,,,,,,,,
ar-,,ar-,2,word,truncated_word,,,,,,,,,,,,,,,
are-,,are_,1,word,truncated_word,,,,,,,,,,,,,,,
are-,,are-,5,word,truncated_word,,,,,,,,,,,,,,,
aro-,,aro-,1,word,truncated_word,,,,,,,,,,,,,,,
arou-,around,arou-,2,word,truncated_word,,,,,,,,,,,,,,,
art-,,art-],1,word,truncated_word,,,,,],,,,,,,,,,
as-,,as-,2,word,truncated_word,,,,,,,,,,,,,,,
at-,,[at-],1,word,truncated_word,,,,,[],,,,,,,,,,
at-,,%at-,1,word,truncated_word,,,,,,,,,%word,,,,,,
at-,,"%at-,",1,word,truncated_word,,,,continuing,,,,,%word,,,,,,
at-,,at-,4,word,truncated_word,,,,,,,,,,,,,,,
ato-,,ato-,1,word,truncated_word,,,,,,,,,,,,,,,
attra-,attract,attra-],1,word,truncated_word,,,,,],,,,,,,,,,
aw-,,aw-,1,word,truncated_word,,,,,,,,,,,,,,,
away-,away,away-,1,word,truncated_word,,,,,,,,,,,,,,,
b-,,...%b-,1,word,truncated_word,,[check],second of 2,,,,,,%word,,,,,,
b-,,[2b-],2,word,truncated_word,,,,,[],,,,,,,,,,
b-,,[7%b-,1,word,truncated_word,,,,,[,,,,%word,,,,,,
b-,,"[b-],",1,word,truncated_word,,,,continuing,[],,,,,,,,,,
b-,,"#b-,",1,word,truncated_word,,,,continuing,,,,#word,,,,,,,
b-,,%b-,2,word,truncated_word,,,,,,,,,%word,,,,,,
b-,,%b:-,1,word,truncated_word,,,,,,lag,,,%word,,,,,,
b-,,b-,76,word,truncated_word,,,,,,,,,,,,,,,
b-,,"b-,",5,word,truncated_word,,,,continuing,,,,,,,,,,,
